Metabolite 1,Metabolite 2,Sign
2-Aminoadipic acid,"2,6-Dimethoxybenzylamine",1.0
2-Aminoadipic acid,3-Methylvaleric acid,1.0
2-Aminoadipic acid,4-Hydroxyphenyllactic acid,-1.0
2-Aminoadipic acid,"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",1.0
2-Aminoadipic acid,Adipoyl-L-carnitine,1.0
2-Aminoadipic acid,Allylescaline ,1.0
2-Aminoadipic acid,"Cholest-7-en-3-ol, (3beta,5alpha)-",1.0
2-Aminoadipic acid,D-Threitol,1.0
2-Aminoadipic acid,DL-Phenylalanine,1.0
2-Aminoadipic acid,Ethanolamine,-1.0
2-Aminoadipic acid,Hydantoic acid,1.0
2-Aminoadipic acid,"Inosose-2, 1,3,4,5,6-pentakis-",1.0
2-Aminoadipic acid,L-Aspartic acid,1.0
2-Aminoadipic acid,L-Glutamine,-1.0
2-Aminoadipic acid,L-Tryptophan,-1.0
2-Aminoadipic acid,Luteolin ,1.0
2-Aminoadipic acid,Methyl isovanillate,1.0
2-Aminoadipic acid,"N,N-Diethyl-2-aminoethanol",-1.0
2-Aminoadipic acid,Octan-2-yl palmitate,1.0
2-Aminoadipic acid,Phenylpropanolamine,1.0
2-Aminoadipic acid,Supraene,1.0
2-Aminobutanoic acid,"2,4-Imidazolidinedione, 5,5-dimethyl-",-1.0
2-Aminobutanoic acid,"Benzene, 1,3-bis(1,1-dimethylethyl)-",1.0
2-Aminobutanoic acid,"Benzenemethanamine, 2,3-dimethoxy-",-1.0
2-Aminobutanoic acid,Butyrovanillone,1.0
2-Aminobutanoic acid,Nonanoic acid,1.0
2-Butenedioic acid,Bis(trimethylsilyl)histidine,1.0
2-Butenedioic acid,Naphthofluorescein,-1.0
2-Butenedioic acid,S-Methyl-L-cysteine,1.0
2-Ethyl-3-hydroxypropionic acid,3-Amino-5-morpholinomethyl-2-oxazolidinone,1.0
2-Ethyl-3-hydroxypropionic acid,5-Henicosylresorcinol,1.0
2-Ethyl-3-hydroxypropionic acid,Acetoacetic acid,1.0
2-Ethyl-3-hydroxypropionic acid,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",1.0
2-Ethyl-3-hydroxypropionic acid,Arsenous acid,1.0
2-Ethyl-3-hydroxypropionic acid,Azatadine,1.0
2-Ethyl-3-hydroxypropionic acid,Benzeneacetamide,-1.0
2-Ethyl-3-hydroxypropionic acid,Butylmethylamine,1.0
2-Ethyl-3-hydroxypropionic acid,D-Fucitol,1.0
2-Ethyl-3-hydroxypropionic acid,Dopamine,-1.0
2-Ethyl-3-hydroxypropionic acid,Ethyl alpha-D-glucopyranoside,1.0
2-Ethyl-3-hydroxypropionic acid,Pentadecanoic acid,1.0
2-Furoic acid,"2-Heptanone, 4,6-dimethyl-",-1.0
2-Furoic acid,"2-Propenamide, 3-phenyl-N-2-propenyl-",1.0
2-Furoic acid,"2,2-Diallylpyrrolidine",1.0
2-Furoic acid,4-Cumylphenol,1.0
2-Furoic acid,"D-(+)-Ribono-1,4-lactone (R,S,R)-",1.0
2-Furoic acid,"Dodecanoic acid, 1-methylethyl ester",1.0
2-Furoic acid,Hydroquinone,-1.0
2-Furoic acid,Itaconic acid,-1.0
2-Furoic acid,"Tacrine, N-trimethylsilyl-",-1.0
"2-Heptanone, 4,6-dimethyl-","2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene",-1.0
"2-Heptanone, 4,6-dimethyl-","3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-1.0
"2-Heptanone, 4,6-dimethyl-",3-Amino-5-morpholinomethyl-2-oxazolidinone,-1.0
"2-Heptanone, 4,6-dimethyl-",3-Ethylphenol,1.0
"2-Heptanone, 4,6-dimethyl-","7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",-1.0
"2-Heptanone, 4,6-dimethyl-",Arsenous acid,1.0
"2-Heptanone, 4,6-dimethyl-","Cyclopentanone, 2,2,4-trimethyl-",1.0
"2-Heptanone, 4,6-dimethyl-",Ribitol,1.0
2-Heptenoic acid,"6,7,4'-Trihydroxyisoflavone",1.0
2-Heptenoic acid,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",1.0
2-Heptenoic acid,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",1.0
2-Heptenoic acid,"DL-Proline, 5-oxo-",1.0
2-Heptenoic acid,Mirin,1.0
2-Heptenoic acid,Pentadecanoic acid,1.0
2-Heptenoic acid,Phlorizin,1.0
2-Heptenoic acid,Pimelic acid,1.0
2-Hexen-1-ol,D-Ribose,1.0
2-Hexen-1-ol,"Ethanone, 1-(2,5-dimethoxyphenyl)-",1.0
2-Hexen-1-ol,Hydantoic acid,1.0
2-Hexen-1-ol,L-Hydroxyproline,1.0
2-Hexen-1-ol,"Propiophenone, 3',4'-dimethoxy-",1.0
2-Hexen-1-ol,Sinomenin,1.0
2-Hexen-1-ol,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",-1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",3'-(Trimethylsilyl)oxy-beta-naphthoflavone,-1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","4,4,5,8-Tetramethyl-chroman-2-one",1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",9-Hexadecenoic acid,1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",-1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Cyclo(L-prolyl-L-valine) ,-1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",D-(-)-Citramalic acid,1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Dehydronorketamine,1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Dimethyl fumarate,1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Dopamine,-1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Isofucosterol,1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",L-Glutamine,1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Nitrosothymol,1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Nonadecanoic acid,1.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Tetradecanenitrile,-1.0
2-Hydroxy-2-methylbutyric acid,"2-Propanone, bis(1-methylethyl)hydrazone",1.0
2-Hydroxy-2-methylbutyric acid,"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene",1.0
2-Hydroxy-2-methylbutyric acid,"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",1.0
2-Hydroxy-2-methylbutyric acid,3-Methoxysalicylic acid,-1.0
2-Hydroxy-2-methylbutyric acid,4-Hydroxybenzeneacetic acid,1.0
2-Hydroxy-2-methylbutyric acid,Albizziin,1.0
2-Hydroxy-2-methylbutyric acid,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",-1.0
2-Hydroxy-2-methylbutyric acid,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",-1.0
2-Hydroxy-2-methylbutyric acid,Benzoin,1.0
2-Hydroxy-2-methylbutyric acid,Bis(trimethylsilyl)acetylene,-1.0
2-Hydroxy-2-methylbutyric acid,Butylmethylamine,-1.0
2-Hydroxy-2-methylbutyric acid,Cyclo(L-prolyl-L-valine) ,1.0
2-Hydroxy-2-methylbutyric acid,Ethyl alpha-D-glucopyranoside,-1.0
2-Hydroxy-2-methylbutyric acid,"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",-1.0
2-Hydroxy-2-methylbutyric acid,Lactic Acid,-1.0
2-Hydroxy-2-methylbutyric acid,Methyl isovanillate,-1.0
2-Hydroxy-2-methylbutyric acid,N-alpha-Acetyl-L-Lysine,1.0
2-Hydroxy-2-methylbutyric acid,Naphthofluorescein,-1.0
2-Hydroxy-2-methylbutyric acid,"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",1.0
2-Hydroxy-2-methylbutyric acid,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",1.0
2-Hydroxy-2-methylbutyric acid,Phlorizin,-1.0
2-Hydroxy-2-methylbutyric acid,Valylglycine,-1.0
2-Hydroxy-3-methylbutyric acid,"2,2-Diallylpyrrolidine",1.0
2-Hydroxy-3-methylbutyric acid,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",1.0
2-Hydroxy-3-methylbutyric acid,beta-Methylphenethylamine,1.0
2-Hydroxy-3-methylbutyric acid,"Carbonic acid, eicosyl vinyl ester ",1.0
2-Hydroxy-3-methylbutyric acid,Dehydronorketamine,1.0
2-Hydroxy-3-methylbutyric acid,DL-Ornithine,1.0
2-Hydroxy-3-methylbutyric acid,Docosyl octyl ether,-1.0
2-Hydroxy-3-methylbutyric acid,Ethyl alpha-D-glucopyranoside,-1.0
2-Hydroxy-3-methylbutyric acid,Phenylpropanolamine,1.0
2-Hydroxy-3-methylbutyric acid,Trimidox,-1.0
2-Hydroxy-3-methylbutyric acid,Urea,1.0
2-Hydroxy-5-methoxybenzaldehyde,"2-Propanone, bis(1-methylethyl)hydrazone",1.0
2-Hydroxy-5-methoxybenzaldehyde,4-Cumylphenol,1.0
2-Hydroxy-5-methoxybenzaldehyde,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",1.0
2-Hydroxy-5-methoxybenzaldehyde,Benzoin,1.0
2-Hydroxy-5-methoxybenzaldehyde,"Ethanone, 1-(2,5-dimethoxyphenyl)-",1.0
2-Hydroxy-5-methoxybenzaldehyde,"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",1.0
2-Hydroxy-5-methoxybenzaldehyde,Hydantoic acid,1.0
2-Hydroxy-5-methoxybenzaldehyde,"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",1.0
2-Hydroxy-5-methoxybenzaldehyde,Phlorizin,1.0
2-Hydroxy-5-methoxybenzaldehyde,"Propiophenone, 3',4'-dimethoxy-",1.0
2-Hydroxybutyric acid,"3,5-di-tert-Butyl-4-hydroxyacetophenone",1.0
2-Hydroxybutyric acid,5-Aminovaleric acid,-1.0
2-Hydroxybutyric acid,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",1.0
2-Hydroxybutyric acid,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",1.0
2-Hydroxybutyric acid,Arsenous acid,1.0
2-Hydroxybutyric acid,Benzoin,1.0
2-Hydroxybutyric acid,Carfentrazone-ethyl,1.0
2-Hydroxybutyric acid,Ecgonine,1.0
2-Hydroxybutyric acid,L-Valine,1.0
2-Hydroxybutyric acid,Octopamine,-1.0
2-Hydroxybutyric acid,Ribitol,1.0
2-Hydroxybutyric acid,Tricine,-1.0
2-Isopropyl-5-methyl-1-heptanol ,"9,12-Octadecadienoic acid",1.0
2-Isopropyl-5-methyl-1-heptanol ,Bis(trimethylsilyl)acetylene,1.0
2-Isopropyl-5-methyl-1-heptanol ,Dodecylcyclohexane,1.0
2-Isopropyl-5-methyl-1-heptanol ,Isopropyl palmitate,1.0
2-Isopropyl-5-methyl-1-heptanol ,Methylmalonic monoamide,1.0
2-Isopropyl-5-methyl-1-heptanol ,Sinomenin,-1.0
2-Ketoisocaproic acid,"2,4-Imidazolidinedione, 5,5-dimethyl-",1.0
2-Ketoisocaproic acid,"2,5-Di-tert-butylhydroquinone",1.0
2-Ketoisocaproic acid,"2,5-Dimethoxybenzonitrile",1.0
2-Ketoisocaproic acid,3-Aminobenzoic acid,-1.0
2-Ketoisocaproic acid,"3,5-Dimethylpyrazole",1.0
2-Ketoisocaproic acid,Butyrovanillone,-1.0
2-Ketoisocaproic acid,"Cetaben, N,O-bis(trimethylsilyl)-",-1.0
2-Ketoisocaproic acid,Dinoseb ,1.0
2-Ketoisocaproic acid,Methyl-3-methoxy-5-methyl benzoate,1.0
2-Methyl-4-pentenoic acid,"2,4-Imidazolidinedione, 5,5-dimethyl-",1.0
2-Methyl-4-pentenoic acid,3-Ureidopropionic acid,1.0
2-Methyl-4-pentenoic acid,5-(2-Aminopropyl)-2-methylphenol,-1.0
2-Methyl-4-pentenoic acid,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",1.0
2-Methyl-4-pentenoic acid,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",1.0
2-Methyl-4-pentenoic acid,"Benzene, 1,3-bis(1,1-dimethylethyl)-",1.0
2-Methyl-4-pentenoic acid,Butylmethylamine,1.0
2-Methyl-4-pentenoic acid,Dopamine,-1.0
2-Methyl-4-pentenoic acid,Hydantoic acid,1.0
2-Methyl-4-pentenoic acid,L-Hydroxyproline,1.0
2-Methyl-4-pentenoic acid,Phlorizin,1.0
2-Methyl-4-pentenoic acid,Supraene,1.0
2-Methyl-4-pentenoic acid,L-Tyrosine,1.0
2-Methylglutaconic acid,5-(2-Aminopropyl)-2-methylphenol,-1.0
2-Methylglutaconic acid,"Benzene, 1,3-bis(1,1-dimethylethyl)-",1.0
2-Methylglutaconic acid,Dopamine,-1.0
2-Methylglutaconic acid,Eicosapentaenoic acid,1.0
2-Methylglutaconic acid,"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-",1.0
2-Methylglutaconic acid,"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",-1.0
2-Methylglutaconic acid,"Piperidine, 1-(1-methylpentyl)-",1.0
2-Methylglutaconic acid,Stearic acid,1.0
2-Methylglutaconic acid,Tricine,-1.0
2-Methylglutaconic acid,L-Tyrosine,1.0
2-Naphthol,"2-Propanone, bis(1-methylethyl)hydrazone",1.0
2-Naphthol,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",-1.0
2-Naphthol,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",1.0
2-Naphthol,Arsenous acid,1.0
2-Naphthol,"Benzene, 1,3-bis(1,1-dimethylethyl)-",1.0
2-Naphthol,"Dodecanoic acid, 1-methylethyl ester",1.0
2-Naphthol,Naphthofluorescein,-1.0
2-Naphthol,Phlorizin,1.0
2-Oxooctanoic acid,2-Pentenoic acid,-1.0
2-Oxooctanoic acid,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",1.0
2-Oxooctanoic acid,3-Aminobutanoic acid,1.0
2-Oxooctanoic acid,3-Ethylphenol,-1.0
2-Oxooctanoic acid,4-Hydroxybenzeneacetic acid,-1.0
2-Oxooctanoic acid,5-Ethyluracil,1.0
2-Oxooctanoic acid,"6,7,4'-Trihydroxyisoflavone",-1.0
2-Oxooctanoic acid,"Acetamide, 2,2,2-trifluoro-",1.0
2-Oxooctanoic acid,Pentylone,1.0
2-Oxooctanoic acid,Phlorizin,1.0
2-Oxooctanoic acid,Pyroglutamic acid,1.0
2-Oxooctanoic acid,Stearic acid,1.0
2-Oxooctanoic acid,Vanillylmandelic acid,1.0
"2-Pentenedioic acid, 3-methyl-","2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",1.0
"2-Pentenedioic acid, 3-methyl-","2',2,3,6'-Tetramethoxychalcone",1.0
"2-Pentenedioic acid, 3-methyl-","3,5-Dimethylpyrazole",1.0
"2-Pentenedioic acid, 3-methyl-",5-Aminovaleric acid,-1.0
"2-Pentenedioic acid, 3-methyl-","6,8-Dioxapentadecane",1.0
"2-Pentenedioic acid, 3-methyl-", 5-Hydroxyhexanoic acid,1.0
"2-Pentenedioic acid, 3-methyl-",Cinnamic acid,1.0
"2-Pentenedioic acid, 3-methyl-","D-(-)-Ribofuranose, tetrakis",1.0
"2-Pentenedioic acid, 3-methyl-","D-(+)-Talofuranose, pentakis",1.0
"2-Pentenedioic acid, 3-methyl-",DL-Glyceraldehyde,1.0
"2-Pentenedioic acid, 3-methyl-","Ethanol, 2-(9-octadecenyloxy)-",1.0
"2-Pentenedioic acid, 3-methyl-",Ethanolamine,1.0
"2-Pentenedioic acid, 3-methyl-",Methyl aminoacetate,1.0
"2-Pentenedioic acid, 3-methyl-","Pentenoic acid, 4-[(trimethylsilyl)oxy]-",1.0
"2-Pentenedioic acid, 3-methyl-","Propanoic acid, 2-methyl-",1.0
"2-Pentenedioic acid, 3-methyl-",Ribitol,1.0
"2-Pentenedioic acid, 3-methyl-","Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",-1.0
2-Pentenoic acid,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",1.0
2-Pentenoic acid,"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-1.0
2-Pentenoic acid,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,-1.0
2-Pentenoic acid,4-Methylvaleric acid,1.0
2-Pentenoic acid,5-Hydroxytryptophan,1.0
2-Pentenoic acid,Aspartic acid,-1.0
2-Pentenoic acid,Butylmethylamine,1.0
2-Pentenoic acid,"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",1.0
2-Pentenoic acid,cyclobutanecarboxylic acid,1.0
2-Pentenoic acid,Dehydronorketamine,1.0
2-Pentenoic acid,"Dimethyl hexopyranosiduronate, alpha-D-",-1.0
2-Pentenoic acid,Hydroquinone,1.0
2-Pentenoic acid,"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",-1.0
2-Pentenoic acid,Phenol,1.0
2-Pentenoic acid,"Ribonic acid, 2,3,4,5-tetrakis-",-1.0
2-Pentenoic acid,Sinomenin,1.0
2-Pentenoic acid,"Stigmast-5-ene, 3beta-",1.0
2-Pentenoic acid,Tributyl acetylcitrate,-1.0
"2-Propanone, bis(1-methylethyl)hydrazone","2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","2,3-Butanediol",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","2,3,4-Trihydroxybutyric acid tetrakis",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","2,4-Diamino-6,7-dimethylpteridine",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",1.0
"2-Propanone, bis(1-methylethyl)hydrazone",3-Amino-5-morpholinomethyl-2-oxazolidinone,1.0
"2-Propanone, bis(1-methylethyl)hydrazone","3-Buten-2-one, 3-trimethylsilyloxy-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone",3-Indolepropionic acid,-1.0
"2-Propanone, bis(1-methylethyl)hydrazone",3-Nonen-1-ol,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",3-Ureidopropionic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone","3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","3,5-di-tert-Butyl-4-hydroxyacetophenone",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",1.0
"2-Propanone, bis(1-methylethyl)hydrazone",4-Methylvaleric acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",5-Henicosylresorcinol,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",5-Hydroxyquinoline,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",5-Hydroxytryptophan,1.0
"2-Propanone, bis(1-methylethyl)hydrazone","5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",-1.0
"2-Propanone, bis(1-methylethyl)hydrazone",9-Octadecenoic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone","9,12-Octadecadienoic acid",-1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Acetamide, N,N-diethyl-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Aceturic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",alpha-Tocopherol,1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Arabinofuranose, 1,2,3,5-tetrakis-O-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Benzene, 1,3-bis(1,1-dimethylethyl)-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Benzene, 3-cyclohexen-1-yl-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Benzoic acid, methyl ester",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Butylated Hydroxytoluene,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Cholesterol,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,1.0
"2-Propanone, bis(1-methylethyl)hydrazone","cis-4,5-Dihydroxy-o-dithiane, 2O-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Deoxycholic Acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Dinoseb ,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Diphenyl ether,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",DL-Glyceraldehyde,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Dodecanoic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Erythritol,1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Ethanol, 2-(9-octadecenyloxy)-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Furan, 2-pentyl-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Glycolic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Heptanoic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Hydracrylic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Indole-5-carboxylic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",L-Glutamic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",L-Lysine,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",L-Methionine,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",L-Ornithine,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Levulinic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",N-Acetyl-L-glutamic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Nonadecanoic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Nonanal,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",p-Hydroxydiisopropylbenzene,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Pantolactone,1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Phenol, 3,5-bis(1,1-dimethylethyl)-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Phenoxyacetic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Phloroglucinol,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Picolinic acid,1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Propanetriol, 2-methyl-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone","Propanoic acid, 2-methyl-",1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Succinic anhydride,1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Xylazine,1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-","Benzoic acid, methyl ester",1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-","Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",-1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-",Cyclobutanol,-1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-",Dicyclohexylamine,-1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-",Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,-1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-",Methyl isovanillate,1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-",N-Isobutyrylglycine,-1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-",Phlorizin,1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-","Tacrine, N-trimethylsilyl-",1.0
"2-Propenamide, 3-phenyl-N-2-propenyl-","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",1.0
2-Pyrrolidinone,5-Aminovaleric acid,1.0
2-Pyrrolidinone,Bis(trimethylsilyl)histidine,1.0
2-Pyrrolidinone,D-Arabinose,-1.0
2-Pyrrolidinone,"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",1.0
2-Pyrrolidinone,L-Hydroxyproline,1.0
2-Pyrrolidinone,L-Norleucine,1.0
2-Pyrrolidinone,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",1.0
"2,2-Diallylpyrrolidine",3-Ureidopropionic acid,1.0
"2,2-Diallylpyrrolidine","4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",-1.0
"2,2-Diallylpyrrolidine",Delorazepam,1.0
"2,2-Diallylpyrrolidine","N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",1.0
"2,2-Diallylpyrrolidine",Sinomenin,-1.0
"2,2-Diallylpyrrolidine","Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate","2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",5-(2-Aminopropyl)-2-methylphenol,-1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",5-Aminovaleric acid,-1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Arabinaric acid,1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate","Benzene, 1,3-bis(1,1-dimethylethyl)-",1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Butylmethylamine,1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",D-(-)-Citramalic acid,1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate","D-(+)-Ribono-1,4-lactone (R,S,R)-",1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Dopamine,-1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Hydantoic acid,1.0
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Nonadecanoic acid,1.0
