Gene,ctx_direction,Metabolite,cpx_direction,Sign,edge_direction
ENSMUSG00000041468-B,-1.0,Isosorbide,,+,
ENSMUSG00000041468-B,-1.0,L-(+)-Threose,,-,
ENSMUSG00000041468-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,-,
ENSMUSG00000041598-B,-1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000041598-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000041598-B,-1.0,Benzeneacetic acid,,+,
ENSMUSG00000041598-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000041598-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000041608-B,-1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000041608-B,-1.0,2-Norbornanemethanol,,+,
ENSMUSG00000041608-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000041608-B,-1.0,L-(+)-Threose,,-,
ENSMUSG00000041649-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000041649-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000041649-B,-1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000041649-B,-1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000041649-B,-1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000041649-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000041649-B,-1.0,Luciferin,,+,
ENSMUSG00000041649-B,-1.0,L-Val-L-Leu,,-,
ENSMUSG00000041733-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000041733-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000041733-B,1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000041733-B,1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000041733-B,1.0,Chlorobenzilate ,,+,
ENSMUSG00000041733-B,1.0,cis-2-Decenoic acid,,+,
ENSMUSG00000041736-B,1.0,2-Norbornanemethanol,,+,
ENSMUSG00000041736-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000041736-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000041736-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000041736-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000041794-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000041794-B,-1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000041794-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000041794-B,-1.0,"Benzene, 1-ethyl-3,5-dimethyl",,+,
ENSMUSG00000041794-B,-1.0,cis-2-Decenoic acid,,+,
ENSMUSG00000041794-B,-1.0,L-(+)-Threose,,+,
ENSMUSG00000041794-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000041794-B,-1.0,Tyr-Val,,-,
ENSMUSG00000041852-B,-1.0,"13-Docosenamide, (Z)",,+,
ENSMUSG00000041852-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000041852-B,-1.0,L-(+)-Threose,,+,
ENSMUSG00000041852-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,-,
ENSMUSG00000042190-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000042190-B,1.0,2-Norbornanemethanol,,-,
ENSMUSG00000042190-B,1.0,Isosorbide,,-,
ENSMUSG00000042190-B,1.0,L-(+)-Threose,,+,
ENSMUSG00000042190-B,1.0,L-Glutamic acid,,-,
ENSMUSG00000042190-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000042757-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000042757-B,-1.0,"13-Docosenamide, (Z)",,+,
ENSMUSG00000042757-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000042757-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000042757-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000042757-B,-1.0,4-Methylvaleric acid,,+,
ENSMUSG00000042757-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000042757-B,-1.0,L-(+)-Threose,,+,
ENSMUSG00000042757-B,-1.0,Luciferin,,-,
ENSMUSG00000042757-B,-1.0,Tyr-Val,,-,
ENSMUSG00000042759-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000042759-B,-1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000042759-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000042759-B,-1.0,Isosorbide,,-,
ENSMUSG00000042759-B,-1.0,L-Val-L-Leu,,+,
ENSMUSG00000042759-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000042759-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000042793-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000042793-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000042793-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,-,
ENSMUSG00000042793-B,-1.0,"Benzene, 1-ethyl-3,5-dimethyl",,+,
ENSMUSG00000042793-B,-1.0,L-Val-L-Leu,,-,
ENSMUSG00000042793-B,-1.0,Tyr-Val,,-,
ENSMUSG00000043090-B,1.0,2-Norbornanemethanol,,-,
ENSMUSG00000043090-B,1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,-,
ENSMUSG00000043090-B,1.0,Isosorbide,,+,
ENSMUSG00000043090-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,-,
ENSMUSG00000043243-B,1.0,"13-Docosenamide, (Z)",,+,
ENSMUSG00000043243-B,1.0,"3,3-Dimethylacrylic acid",,-,
ENSMUSG00000043243-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000043243-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000043243-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000043243-B,1.0,Glabridin,,+,
ENSMUSG00000043262-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,+,
ENSMUSG00000043262-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000043262-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,+,
ENSMUSG00000043262-B,-1.0,Isosorbide,,-,
ENSMUSG00000043262-B,-1.0,Luciferin,,-,
ENSMUSG00000043290-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000043290-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000043290-B,1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000043290-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000043290-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000043290-B,1.0,Curcumin,1.0,-,1.0
ENSMUSG00000043290-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000043290-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000043290-B,1.0,Octadecanoic acid,,-,
ENSMUSG00000043290-B,1.0,Yangonin,1.0,-,1.0
ENSMUSG00000043631-B,1.0,"13-Docosenamide, (Z)",,+,
ENSMUSG00000043631-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000043631-B,1.0,L-Val-L-Leu,,+,
ENSMUSG00000043631-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,+,
ENSMUSG00000043702-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000043702-B,-1.0,2-Norbornanemethanol,,+,
ENSMUSG00000043702-B,-1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000043702-B,-1.0,"4,5-Dihydro-1H-pyrazole",,-,
ENSMUSG00000043702-B,-1.0,Crotonic acid,1.0,-,-1.0
ENSMUSG00000043702-B,-1.0,L-(+)-Threose,,-,
ENSMUSG00000043702-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000043702-B,-1.0,Tyr-Val,,+,
ENSMUSG00000043811-B,-1.0,"13-Docosenamide, (Z)",,+,
ENSMUSG00000043811-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000043811-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000043811-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000043811-B,-1.0,"4,5-Dihydro-1H-pyrazole",,+,
ENSMUSG00000043811-B,-1.0,Chlorobenzilate ,,-,
ENSMUSG00000043811-B,-1.0,L-Val-L-Leu,,+,
ENSMUSG00000044022-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000044022-B,-1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000044022-B,-1.0,2-Norbornanemethanol,,+,
ENSMUSG00000044022-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,+,
ENSMUSG00000044022-B,-1.0,Isosorbide,,-,
ENSMUSG00000044022-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000044022-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000044026-B,-1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000044026-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000044026-B,-1.0,L-Val-L-Leu,,-,
ENSMUSG00000044026-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000044172-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000044172-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000044749-B,1.0,"1-Pentene, 1,3-diphenyl-1-(trimethylsilyloxy)-",,-,
ENSMUSG00000044749-B,1.0,Isosorbide,,+,
ENSMUSG00000044749-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000044749-B,1.0,L-Val-L-Leu,,+,
ENSMUSG00000044749-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000045087-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,+,
ENSMUSG00000045087-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000045087-B,-1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000045087-B,-1.0,Allylescaline,,+,
ENSMUSG00000045087-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000045087-B,-1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,+,
ENSMUSG00000045087-B,-1.0,Tyr-Val,,+,
ENSMUSG00000045102-B,1.0,"(2,5-Dimethoxyphenyl)acetone",1.0,+,1.0
ENSMUSG00000045102-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000045102-B,1.0,2-Propyl-1-pentanol,,+,
ENSMUSG00000045102-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000045102-B,1.0,"6,7,4'-Trihydroxyisoflavone",-1.0,+,-1.0
ENSMUSG00000045102-B,1.0,Norketamine,1.0,+,1.0
ENSMUSG00000045102-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000045102-B,1.0,Triethyl citrate,1.0,+,1.0
ENSMUSG00000045667-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,+,
ENSMUSG00000045667-B,-1.0,"2,4-Dimethoxybenzaldoxime",,+,
ENSMUSG00000045667-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000045667-B,-1.0,Hydracrylic acid,-1.0,+,1.0
ENSMUSG00000045667-B,-1.0,Isosorbide,,-,
ENSMUSG00000045667-B,-1.0,L-(+)-Threose,,+,
ENSMUSG00000047003-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000047003-B,1.0,3-(4-Methoxyphenyl)coumarin,,+,
ENSMUSG00000047003-B,1.0,"4,5-Dihydro-1H-pyrazole",,-,
ENSMUSG00000047003-B,1.0,Isosorbide,,+,
ENSMUSG00000047003-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000047003-B,1.0,"Propanoic acid, dimethyl(isopropyl)silyl ester",1.0,-,1.0
ENSMUSG00000047216-B,1.0,"2,4-Dimethoxybenzaldoxime",,+,
ENSMUSG00000047216-B,1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000047216-B,1.0,2-Norbornanemethanol,,-,
ENSMUSG00000047216-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000047216-B,1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,-,
ENSMUSG00000047216-B,1.0,Tyr-Val,,+,
ENSMUSG00000047238-B,1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000047238-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000047238-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000047238-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000047606-B,-1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000047606-B,-1.0,2-Norbornanemethanol,,+,
ENSMUSG00000047606-B,-1.0,"Benzene, 1-ethyl-3,5-dimethyl",,+,
ENSMUSG00000047606-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000047606-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000047676-B,1.0,Isosorbide,,+,
ENSMUSG00000047676-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000047866-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000047866-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000047866-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000047866-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000047866-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000047866-B,1.0,L-Val-L-Leu,,+,
ENSMUSG00000047866-B,1.0,Octadecanoic acid,,-,
ENSMUSG00000047867-B,1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000047867-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000047867-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000047867-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000047867-B,1.0,Tyr-Val,,+,
ENSMUSG00000048249-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000048249-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000048249-B,1.0,"4,5-Dihydro-1H-pyrazole",,-,
ENSMUSG00000048249-B,1.0,"Benzene, 1-ethyl-3,5-dimethyl",,-,
ENSMUSG00000048249-B,1.0,L-Val-L-Leu,,+,
ENSMUSG00000048249-B,1.0,Tyr-Val,,+,
ENSMUSG00000048347-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000048347-B,1.0,Chlorobenzilate ,,-,
ENSMUSG00000048347-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000048347-B,1.0,Isosorbide,,-,
ENSMUSG00000048347-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000048347-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,+,
ENSMUSG00000048347-B,1.0,Tyr-Val,,+,
ENSMUSG00000048706-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000048706-B,1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000048706-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000048706-B,1.0,"4,5-Dihydro-1H-pyrazole",,+,
ENSMUSG00000048706-B,1.0,Chlorobenzilate ,,-,
ENSMUSG00000048706-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000048706-B,1.0,L-Glutamic acid,,-,
ENSMUSG00000049387-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000049387-B,-1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000049387-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000049387-B,-1.0,Methyl lactate,,-,
ENSMUSG00000049387-B,-1.0,Tyr-Val,,-,
ENSMUSG00000049764-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000049764-B,1.0,"13-Docosenamide, (Z)",,+,
ENSMUSG00000049764-B,1.0,3-(4-Methoxyphenyl)coumarin,,-,
ENSMUSG00000049764-B,1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000049764-B,1.0,"4,5-Dihydro-1H-pyrazole",,+,
ENSMUSG00000049764-B,1.0,Chlorobenzilate ,,-,
ENSMUSG00000049764-B,1.0,L-(+)-Threose,,+,
ENSMUSG00000049764-B,1.0,L-Val-L-Leu,,+,
ENSMUSG00000049764-B,1.0,Tyr-Val,,-,
ENSMUSG00000050052-B,-1.0,"2,4-Dimethoxybenzaldoxime",,+,
ENSMUSG00000050052-B,-1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000050052-B,-1.0,cis-2-Decenoic acid,,+,
ENSMUSG00000050052-B,-1.0,Isosorbide,,-,
ENSMUSG00000050052-B,-1.0,Mevalonolactone,-1.0,-,1.0
ENSMUSG00000050052-B,-1.0,Spiroxamine,,-,
ENSMUSG00000050052-B,-1.0,Tyr-Val,,+,
ENSMUSG00000050074-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000050074-B,1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000050074-B,1.0,2-Norbornanemethanol,,-,
ENSMUSG00000050074-B,1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000050074-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000050074-B,1.0,"4,5-Dihydro-1H-pyrazole",,+,
ENSMUSG00000050074-B,1.0,Tyr-Val,,-,
ENSMUSG00000050549-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000050549-B,-1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000050549-B,-1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000050549-B,-1.0,2-Norbornanemethanol,,+,
ENSMUSG00000050549-B,-1.0,Isosorbide,,-,
ENSMUSG00000050549-B,-1.0,L-Val-L-Leu,,-,
ENSMUSG00000050549-B,-1.0,Methyl lactate,,-,
ENSMUSG00000050549-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000050592-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000050592-B,1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000050592-B,1.0,3-(4-Methoxyphenyl)coumarin,,+,
ENSMUSG00000050592-B,1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,-,
ENSMUSG00000050592-B,1.0,"Benzene, 1-ethyl-3,5-dimethyl",,-,
ENSMUSG00000050592-B,1.0,Isosorbide,,+,
ENSMUSG00000050592-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000050592-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000050666-B,1.0,"3,3-Dimethylacrylic acid",,-,
ENSMUSG00000050666-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000050666-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000050666-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000050666-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,+,
ENSMUSG00000050677-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000050677-B,-1.0,"4,5-Dihydro-1H-pyrazole",,-,
ENSMUSG00000050677-B,-1.0,Chlorobenzilate ,,+,
ENSMUSG00000050677-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000050677-B,-1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,+,
ENSMUSG00000050930-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000050930-B,1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000050930-B,1.0,2-Norbornanemethanol,,+,
ENSMUSG00000050930-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000050930-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000050930-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000050930-B,1.0,Octadecanoic acid,,-,
ENSMUSG00000051297-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,+,
ENSMUSG00000051297-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000051297-B,1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000051297-B,1.0,2-Norbornanemethanol,,-,
ENSMUSG00000051297-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000051297-B,1.0,6-Oxoheptanoic acid,1.0,+,1.0
ENSMUSG00000051297-B,1.0,Luciferin,,+,
ENSMUSG00000051297-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000051297-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000051495-B,1.0,"1-Heptanol, 2-propyl-",,-,
ENSMUSG00000051495-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000051495-B,1.0,"Benzene, 1-ethyl-3,5-dimethyl",,-,
ENSMUSG00000051495-B,1.0,Isosorbide,,+,
ENSMUSG00000051495-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000051495-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000051495-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000051855-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000051855-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000051855-B,1.0,Butyric Acid,,+,
ENSMUSG00000051855-B,1.0,cis-2-Decenoic acid,,+,
ENSMUSG00000051855-B,1.0,Diclofenac,,+,
ENSMUSG00000051855-B,1.0,Dodecanoic acid,1.0,+,1.0
ENSMUSG00000051855-B,1.0,Isosorbide,,-,
ENSMUSG00000051855-B,1.0,L-Val-L-Leu,,+,
ENSMUSG00000051855-B,1.0,Pentanoic acid,-1.0,+,-1.0
ENSMUSG00000052117-B,1.0,Diclofenac,,+,
ENSMUSG00000052117-B,1.0,Isosorbide,,+,
ENSMUSG00000052117-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000052117-B,1.0,Tyr-Val,,-,
ENSMUSG00000052516-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000052516-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000052516-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000052516-B,-1.0,Chlorobenzilate ,,-,
ENSMUSG00000052516-B,-1.0,L-Serine,,+,
ENSMUSG00000052516-B,-1.0,L-Val-L-Leu,,+,
ENSMUSG00000052516-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000052516-B,-1.0,Octadecanoic acid,,+,
ENSMUSG00000052516-B,-1.0,Phenol,-1.0,-,1.0
ENSMUSG00000052516-B,-1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,+,
ENSMUSG00000052533-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000052533-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000052533-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000052533-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,-,
ENSMUSG00000052533-B,-1.0,"Glycine, tert.-butyldimethylsilyl ester",-1.0,-,1.0
ENSMUSG00000052533-B,-1.0,L-Val-L-Leu,,-,
ENSMUSG00000052533-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000052698-B,-1.0,"13-Docosenamide, (Z)",,+,
ENSMUSG00000052698-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000052698-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000052698-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000052698-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,-,
ENSMUSG00000052698-B,-1.0,L-Val-L-Leu,,-,
ENSMUSG00000052837-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000052837-B,1.0,"3,3-Dimethylacrylic acid",,+,
ENSMUSG00000052837-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
